namespace,name,kind,description,properties,example_json,url
CFX.ResourcePerformance,StageStateChanged,Event/Notification,Sent by a process endpoint when the production state of one of its stages transitions from one state to another per its state model.,"StageStateChanged: Default Constructor | Lane: The relevant production lane (if applicable) | NewE58State: Exposes vendor specific new state code (like 3312, for example), as its equivalent Semi E58 enumerated value. READ-ONLY HELPER PROPERTY, NOT A DATA PROPERTY. WILL NOT APPEAR IN JSON DATA. | NewState: The new state | OldE58State: Exposes vendor specific old state code (like 3312, for example) as its equivalent Semi E58 enumerated value. READ-ONLY HELPER PROPERTY, NOT A DATA PROPERTY. WILL NOT APPEAR IN JSON DATA. | OldState: The previous state prior to this state change | OldStateDuration: The amount of time spent in the previous state. Note: There may be certain circumstances where it is impossible to provide this duration (as in the case of an unexpected power faillure or other extreme events). In this case it is acceptable to report a duration of ""null"", which will be interpreted as ""unknown"" by the receiver of this event. | RelatedFault: In the case of a stoppage, information about the Fault which caused the stoppage. Otherwise null. | Stage: The name of the stage that has changed state","{
  ""Stage"": {
    ""StageSequence"": 2,
    ""StageName"": ""STAGE2"",
    ""StageType"": ""Work""
  },
  ""Lane"": null,
  ""OldState"": 2200,
  ""OldStateDuration"": ""00:01:25"",
  ""NewState"": 1100,
  ""RelatedFault"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_StageStateChanged.htm
CFX.ResourcePerformance,StationOffline,Event/Notification,"Sent by a process endpoint when it is about to transition to a state where it is not possible for further communication, for example when the endpoint is powered down, reset, put into maintenance mode, or simply set off-line.",StationOffline: ,{},https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_StationOffline.htm
CFX.ResourcePerformance,StationOnline,Event/Notification,"Sent by a process endpoint when it is ready for communication to resume, for example, powered up, maintenance over, etc.","StationOnline:  | OfflineDuration: The total amount of time the endpoint was offline prior to this notification. Note: There may be certain circumstances where it is impossible to provide this duration (as in the case of an unexpected power faillure or other extreme events). In this case it is acceptable to report a duration of ""null"", which will be interpreted as ""unknown"" by the receiver of this event.","{
  ""OfflineDuration"": ""00:23:00""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_StationOnline.htm
CFX.ResourcePerformance,StationParametersModified,Event/Notification,"Sent by a process endpoint to indicate that an operator has modified a generic parameter or configuration setting. This does not apply to settings related to recipes, which are handled by the RecipeModified event.","StationParametersModified: Default Constructor | ModifiedParameters: A list of the paramters that have been modified, along with their new values. The Parameter structure is a dynamic structure, and may be of differing types depending on the type of endpoint.","{
  ""ModifiedParameters"": [
    {
      ""$type"": ""CFX.Structures.GenericParameter, CFX"",
      ""Name"": ""Torque1"",
      ""Value"": ""35.6""
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_StationParametersModified.htm
CFX.ResourcePerformance,StationStateChanged,Event/Notification,Sent by a process endpoint when the production state transitions from one state to another per its state model.,"StationStateChanged: Default Constructor | NewE58State: Exposes vendor specific new state code (like 3312, for example), as its equivalent Semi E58 enumerated value. READ-ONLY HELPER PROPERTY, NOT A DATA PROPERTY. WILL NOT APPEAR IN JSON DATA. | NewState: The new state | OldE58State: Exposes vendor specific old state code (like 3312, for example) as its equivalent Semi E58 enumerated value. READ-ONLY HELPER PROPERTY, NOT A DATA PROPERTY. WILL NOT APPEAR IN JSON DATA. | OldState: An enumeration indicating the previous state prior to this state change | OldStateDuration: The amount of time spent in the previous state. Note: There may be certain circumstances where it is impossible to provide this duration (as in the case of an unexpected power faillure or other extreme events). In this case it is acceptable to report a duration of ""null"", which will be interpreted as ""unknown"" by the receiver of this event. | RelatedFault: In the case of a stoppage, information about the Fault which caused the stoppage. Otherwise null.","{
  ""OldState"": 2200,
  ""OldStateDuration"": ""00:01:25"",
  ""NewState"": 1100,
  ""RelatedFault"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_StationStateChanged.htm
CFX.ResourcePerformance,ToolChanged,Event/Notification,Sent when a new tool is selected for active use at a production endpoint Example 1 (Generic tool change):Example 2 (Nozzle change on SMT placement machine):,ToolChanged: Default constructor | LoadedFromHolder: The location on the endpoint from which the newly active tool was selected | NewTool: The new active tool | OldTool: The tool that was previously in active use (if any) | ReturnedToHolder: The location on the endpoint where the old tool was returned (if any),"{
  ""OldTool"": null,
  ""ReturnedToHolder"": null,
  ""NewTool"": {
    ""UniqueIdentifier"": ""UID23890430"",
    ""Name"": ""TorqueWrench_123""
  },
  ""LoadedFromHolder"": {
    ""LocationUniqueIdentifier"": ""UID238943243243"",
    ""LocationName"": ""BIN45"",
    ""BaseName"": null
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ToolChanged.htm
CFX.ResourcePerformance.PressInsertion,ComponentsPressed,Event/Notification,Sent periodically by a Press Fit machine to indicate the number of presses which were successfully or unsuccessfully completed during the sample time window.,ComponentsPressed:  | EndTime: The end of the sample period | StartTime: The start of the sample period | TotalComponentsNotPressed: The total number of components that were not successfully pressed during the sample period | TotalComponentsPressed: The total number of components that were successfully pressed during the sample period,"{
  ""StartTime"": ""2018-04-06T08:06:46.4471059-04:00"",
  ""EndTime"": ""2018-04-06T08:16:46.4471059-04:00"",
  ""TotalComponentsPressed"": 10,
  ""TotalComponentsNotPressed"": 2
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_PressInsertion_ComponentsPressed.htm
CFX.ResourcePerformance.SMTPlacement,ComponentsPlaced,Event/Notification,Sent periodically by an SMT placement machine to indicate the number of placements which were successfully or unsuccessfully completed during the sample time window. This sample time window shall not exceed 10 minutes.,ComponentsPlaced:  | EndTime: The end of the sample period | StartTime: The start of the sample period | TotalComponentsNotPlaced: The total number of components that were not successfully placed during the sample period | TotalComponentsPlaced: The total number of components that were successfully placed during the sample period,"{
  ""StartTime"": ""2018-04-05T09:28:06.161835-04:00"",
  ""EndTime"": ""2018-04-05T09:38:06.161835-04:00"",
  ""TotalComponentsPlaced"": 875,
  ""TotalComponentsNotPlaced"": 45
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SMTPlacement_ComponentsPlaced.htm
CFX.ResourcePerformance.SolderPastePrinting,CleanSqueegeeRequest,Request,Allows an external source to direct a request to a stencil printer to perform a squeegee clean operation,CleanSqueegeeRequest:  | CleanTypeRequested: An enumeration indicating the type of clean operation that is being requested,"{
  ""CleanTypeRequested"": ""Deep""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SolderPastePrinting_CleanSqueegeeRequest.htm
CFX.ResourcePerformance.SolderPastePrinting,CleanSqueegeeResponse,Response,Response to a request from an external source for a squeegee clean operation to be performed,CleanSqueegeeResponse: Default constructor | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SolderPastePrinting_CleanSqueegeeResponse.htm
CFX.ResourcePerformance.SolderPastePrinting,CleanStencilRequest,Request,Allows an external source to direct a request to a stencil printer to perform a stencil clean operation,CleanStencilRequest:  | CleanTypeRequested: An enumeration indicating the type of clean operation that is being requested,"{
  ""CleanTypeRequested"": ""D""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SolderPastePrinting_CleanStencilRequest.htm
CFX.ResourcePerformance.SolderPastePrinting,CleanStencilResponse,Response,A response to a request by a remote party for a stencil printer to perform a stencil clean operation,CleanStencilResponse: Default constructor | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SolderPastePrinting_CleanStencilResponse.htm
CFX.ResourcePerformance.SolderPastePrinting,SqueegeeCleaned,Event/Notification,Indicates that a squeegee clean operation has been performed,SqueegeeCleaned:  | CyclesSinceLastClean: Indicates how many printing cycles have been completed since the last time the squeegee was cleaned | Squeegee: Identifies the squeegee that has been cleaned | SqueegeeCleanCycles: Indicates the total number of squeegee cleaning cycles that have been performed since this squeegee was loaded. | SqueegeeCleanTime: Indicates the total amount of time that it took to perform this squeegee clean operation | SqueegeeCleanType: An enumeration indicating the type of clean that was performed | TimeSinceLastClean: Indicates the length of time that has ellapsed since the last time the squeegee was cleaned,"{
  ""Squeegee"": {
    ""UniqueIdentifier"": ""UID23432434"",
    ""Name"": ""STENCIL234343""
  },
  ""SqueegeeCleanType"": ""Normal"",
  ""TimeSinceLastClean"": ""00:33:00"",
  ""CyclesSinceLastClean"": 35,
  ""SqueegeeCleanCycles"": 2,
  ""SqueegeeCleanTime"": ""00:00:38""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SolderPastePrinting_SqueegeeCleaned.htm
CFX.ResourcePerformance.SolderPastePrinting,StencilCleaned,Event/Notification,Indicates that a stencil clean operation has been performed,StencilCleaned:  | CyclesSinceLastClean: Indicates how many printing cycles have been completed since the last time the stencil was cleaned | Stencil: Identifies the stencil that has been cleaned | StencilCleanCycles: Indicates the total number of stencil cleaning cycles that have been performed since this squeegee was loaded. | StencilCleanMode: Indicates that cleaning mode for the stencil clean operation | StencilCleanTime: Indicates the total amount of time that it took to perform this stencil clean operation | TimeSinceLastClean: Indicates the length of time that has ellapsed since the last time the stencil was cleaned,"{
  ""Stencil"": {
    ""UniqueIdentifier"": ""UID23432434"",
    ""Name"": ""STENCIL234343""
  },
  ""StencilCleanMode"": ""V"",
  ""TimeSinceLastClean"": ""00:33:00"",
  ""CyclesSinceLastClean"": 35,
  ""StencilCleanCycles"": 2,
  ""StencilCleanTime"": ""00:00:38""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SolderPastePrinting_StencilCleaned.htm
CFX.ResourcePerformance.THTInsertion,ComponentsInserted,Event/Notification,Sent periodically by an THT inserter to indicate the number of insertions which were successfully or unsuccessfully completed during the sample time window. This sample time window shall not exceed 10 minutes.,ComponentsInserted:  | EndTime: The end of the sample period | StartTime: The start of the sample period | TotalComponentsInserted: The total number of components that were successfully inserted during the sample period | TotalComponentsNotInserted: The total number of components that were not successfully inserted during the sample period,"{
  ""StartTime"": ""2018-04-06T08:06:46.4471059-04:00"",
  ""EndTime"": ""2018-04-06T08:16:46.4471059-04:00"",
  ""TotalComponentsInserted"": 875,
  ""TotalComponentsNotInserted"": 45
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_THTInsertion_ComponentsInserted.htm
CFX.Sensor.Identification,IdentifiersNotRead,Event/Notification,"Sent by an identification device (barcode scanner, RFID reader, etc.) when the device attempts to read or interpret an identifier, but is unable to do so.","IdentifiersNotRead: Default Constructor | PositionsNotRead: And optional property indicated the position that cannot be read. Used in the case that multiple production units are moving through the process, and the sensor is capable if reading multiple identifiers.","{
  ""PositionsNotRead"": []
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Sensor_Identification_IdentifiersNotRead.htm
CFX.Sensor.Identification,IdentifiersRead,Event/Notification,"Sent by an identification device (barcode scanner, RFID reader, etc.","IdentifiersRead:  | HermesIdentifier: The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | PrimaryIdentifier: The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | Units: An optional list of actual production unit identifiers, in the case that multiple production units are moving through the process, and the sensor is capable if reading multiple identifiers.","{
  ""PrimaryIdentifier"": ""CARRIER21342"",
  ""Units"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Sensor_Identification_IdentifiersRead.htm
CFX.Sensor.Identification,IdentifyUnitsRequest,Request,Sent by a process endpoint to a unit identification device (such as a barcode scanner or RFID reader) to request the most recently scanned unit identifiers.,IdentifyUnitsRequest: ,{},https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Sensor_Identification_IdentifyUnitsRequest.htm
CFX.Sensor.Identification,IdentifyUnitsResponse,Response,Response from a unit identification device (such as a barcode scanner or RFID reader) to a process endpoint which contains the most recently scanned unit identifiers.,"IdentifyUnitsResponse: Default constructor | HermesIdentifier: The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | PrimaryIdentifier: The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | Result: The result of the request | Units: An optional list of actual production unit identifiers, in the case that multiple production units are moving through the process, and the sensor is capable if reading multiple identifiers.","{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  },
  ""PrimaryIdentifier"": ""CARRIER21342"",
  ""Units"": [
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 1,
      ""PositionName"": ""CIRCUIT1"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 0.0,
      ""FlipX"": false,
      ""FlipY"": false
    },
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 1,
      ""PositionName"": ""CIRCUIT2"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 90.0,
      ""FlipX"": false,
      ""FlipY"": false
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Sensor_Identification_IdentifyUnitsResponse.htm
